Segment_id,latitude,longitude,location,dist_from_start,dist_from_end
287,30.15565800000001,76.86505799999998,National Highway 1   Kurukshetra Haryana India,122.36869102100408,135.34899659496836
288,30.151584000000003,76.865493,National Highway 1  Shahabad Markanda Kurukshetra Haryana India,122.82225455941362,134.89543305655883
289,30.147493,76.866293,National Highway 1  Shahabad Markanda Kurukshetra Haryana India,123.28226483930172,134.43542277667075
290,30.143259999999998,76.86689799999998,National Highway 1  Shahabad Markanda Kurukshetra Haryana India,123.75512001010384,133.96256760586866
291,30.1393,76.867547,National Highway 1  Shahabad Markanda Kurukshetra Haryana India,124.1985363158388,133.5191513001337
292,30.1353271484375,76.8680908203125,"Jammu - Delhi Road, Shahbaad Markanda, Haryana 136135, India",124.64205200717475,133.0756356087977
293,30.131007,76.868702,National Highway 1  Shahabad Markanda Kurukshetra Haryana India,125.12456809337057,132.5931195226019
294,30.126669,76.869404,National Highway 1  Shahabad Markanda Kurukshetra Haryana India,125.61018992435969,132.10749769161276
295,30.122831,76.86968,National Highway 1   Kurukshetra Haryana India,126.03648019407902,131.68120742189342
296,30.118947,76.870471,National Highway 1   Kurukshetra Haryana India,126.47373480251913,131.2439528134533
297,30.11457061767578,76.87107849121094,"Jammu - Delhi Road, Haryana 136135, India",126.96239591951249,130.75529169645995
298,30.110373,76.871813,National Highway 1   Kurukshetra Haryana India,127.43307391221147,130.28461370376095
299,30.10622,76.872436,National Highway 1   Kurukshetra Haryana India,127.8973509560875,129.82033665988496
300,30.10222000000001,76.872978,National Highway 1   Kurukshetra Haryana India,128.34383451236522,129.37385310360725
301,30.098204,76.873573,National Highway 1   Kurukshetra Haryana India,128.79270366402207,128.9249839519504
302,30.09442138671875,76.8742904663086,"Jammu - Delhi Road, Sharifgarh, Haryana 136135, India",129.21768668573304,128.50000093023942
303,30.090389,76.874942,National Highway 1  Sharifgarh Kurukshetra Haryana India,129.66908352449877,128.04860409147372
304,30.086515999999996,76.875458,National Highway 1   Kurukshetra Haryana India,130.10129278446522,127.61639483150722
305,30.082184,76.87608,National Highway 1  Sharifgarh Kurukshetra Haryana India,130.58524099822108,127.13244661775136
306,30.079222,76.87648,National Highway 1   Kurukshetra Haryana India,130.91584675711337,126.8018408588591
307,30.07513427734375,76.877197265625,"Jammu - Delhi Road, Ramnagar, Haryana 136135, India",131.37423237437244,126.34345524160005
